Wavelength (Å),Sum,He I (9.8e-01),He II (2.2e-04),Ne I (9.9e-03),Ne II (1.1e-04),Ne III (3.7e-15),Ar I (2.8e-03),Ar II (7.2e-03),Ar III (7.6e-08)
13576.9,1.599e+1,,,,,,1.599e+1,,
13578.8,1.597e+1,,,,,,1.597e+1,,
13580.8,1.600e+1,,,,,,1.600e+1,,
13582.7,1.606e+1,,,,,,1.606e+1,,
13584.6,1.617e+1,,,,,,1.617e+1,,
13586.5,1.630e+1,,,,,,1.630e+1,,
13588.5,1.648e+1,,,,,,1.648e+1,,
13590.4,1.668e+1,,,,,,1.668e+1,,
13592.3,1.689e+1,,,,,,1.689e+1,,
13594.2,1.713e+1,,,,,,1.713e+1,,
13596.2,1.740e+1,,,,,,1.740e+1,,
13598.1,1.766e+1,,,,,,1.766e+1,,
13600,1.793e+1,,,,,,1.793e+1,,
13601.9,1.821e+1,,,,,,1.821e+1,,
13603.8,1.848e+1,,,,,,1.848e+1,,
13605.8,1.877e+1,,,,,,1.877e+1,,
13607.7,1.903e+1,,,,,,1.903e+1,,
13609.6,1.929e+1,,,,,,1.929e+1,,
13611.5,1.953e+1,,,,,,1.953e+1,,
13613.5,1.977e+1,,,,,,1.977e+1,,
13615.4,1.998e+1,,,,,,1.998e+1,,
13617.3,2.017e+1,,,,,,2.017e+1,,
13619.2,2.034e+1,,,,,,2.034e+1,,
13621.2,2.050e+1,,,,,,2.050e+1,,
13623.1,2.063e+1,,,,,,2.063e+1,,
13625,2.073e+1,,,,,,2.073e+1,,
13626.9,2.081e+1,,,,,,2.081e+1,,
13628.8,2.086e+1,,,,,,2.086e+1,,
13630.8,2.089e+1,,,,,,2.089e+1,,
13632.7,2.090e+1,,,,,,2.090e+1,,
13634.6,2.087e+1,,,,,,2.087e+1,,
13636.5,2.083e+1,,,,,,2.083e+1,,
13638.5,2.076e+1,,,,,,2.076e+1,,
13640.4,2.067e+1,,,,,,2.067e+1,,
13642.3,2.055e+1,,,,,,2.055e+1,,
13644.2,2.042e+1,,,,,,2.042e+1,,
13646.2,2.026e+1,,,,,,2.026e+1,,
13648.1,2.008e+1,,,,,,2.008e+1,,
13650,1.989e+1,,,,,,1.989e+1,,
13651.9,1.968e+1,,,,,,1.968e+1,,
13653.8,1.946e+1,,,,,,1.946e+1,,
13655.8,1.921e+1,,,,,,1.921e+1,,
13657.7,1.895e+1,,,,,,1.895e+1,,
13659.6,1.869e+1,,,,,,1.869e+1,,
13661.5,1.841e+1,,,,,,1.841e+1,,
13663.5,1.810e+1,,,,,,1.810e+1,,
13665.4,1.780e+1,,,,,,1.780e+1,,
13667.3,1.748e+1,,,,,,1.748e+1,,
13669.2,1.716e+1,,,,,,1.716e+1,,
13671.2,1.681e+1,,,,,,1.681e+1,,
13673.1,1.647e+1,,,,,,1.647e+1,,
13675,1.611e+1,,,,,,1.611e+1,,
13676.9,1.575e+1,,,,,,1.575e+1,,
13678.8,1.538e+1,,,,,,1.538e+1,,
13680.8,1.499e+1,,,,,,1.499e+1,,
13682.7,1.461e+1,,,,,,1.461e+1,,
13684.6,1.422e+1,,,,,,1.422e+1,,
13686.5,1.382e+1,,,,,,1.382e+1,,
13688.5,1.340e+1,,,,,,1.340e+1,,
13690.4,1.299e+1,,,,,,1.299e+1,,
13692.3,1.258e+1,,,,,,1.258e+1,,
13694.2,1.216e+1,,,,,,1.216e+1,,
13696.2,1.172e+1,,,,,,1.172e+1,,
13698.1,1.130e+1,,,,,,1.130e+1,,
13700,1.087e+1,,,,,,1.087e+1,,
13701.9,1.045e+1,,,,,,1.045e+1,,
13703.8,1.003e+1,,,,,,1.003e+1,,
13705.8,9.584e+0,,,,,,9.584e+0,,
13707.7,9.165e+0,,,,,,9.165e+0,,
13709.6,8.750e+0,,,,,,8.750e+0,,
13711.5,8.339e+0,,,,,,8.339e+0,,
13713.5,7.913e+0,,,,,,7.913e+0,,
13715.4,7.516e+0,,,,,,7.516e+0,,
13717.3,7.127e+0,,,,,,7.127e+0,,
13719.2,6.747e+0,,,,,,6.747e+0,,
13721.2,6.358e+0,,,,,,6.358e+0,,
13723.1,6.000e+0,,,,,,6.000e+0,,
13725,5.655e+0,,,,,,5.655e+0,,
13726.9,5.322e+0,,,,,,5.322e+0,,
13728.8,5.004e+0,,,,,,5.004e+0,,
13730.8,4.685e+0,,,,,,4.685e+0,,
13732.7,4.398e+0,,,,,,4.398e+0,,
13734.6,4.128e+0,,,,,,4.128e+0,,
13736.5,3.874e+0,,,,,,3.874e+0,,
13738.5,3.625e+0,,,,,,3.625e+0,,
13740.4,3.407e+0,,,,,,3.407e+0,,
13742.3,3.207e+0,,,,,,3.207e+0,,
13744.2,3.025e+0,,,,,,3.025e+0,,
13746.2,2.854e+0,,,,,,2.854e+0,,
13748.1,2.710e+0,,,,,,2.710e+0,,
13750,2.585e+0,,,,,,2.585e+0,,
13751.9,2.479e+0,,,,,,2.479e+0,,
13753.8,2.391e+0,,,,,,2.391e+0,,
13755.8,2.317e+0,,,,,,2.317e+0,,
13757.7,2.266e+0,,,,,,2.266e+0,,
13759.6,2.233e+0,,,,,,2.233e+0,,
13761.5,2.217e+0,,,,,,2.217e+0,,
13763.5,2.218e+0,,,,,,2.218e+0,,
13765.4,2.236e+0,,,,,,2.236e+0,,
13767.3,2.269e+0,,,,,,2.269e+0,,
13769.2,2.318e+0,,,,,,2.318e+0,,
13771.2,2.385e+0,,,,,,2.385e+0,,
13773.1,2.463e+0,,,,,,2.463e+0,,
13775,2.553e+0,,,,,,2.553e+0,,
13776.9,2.656e+0,,,,,,2.656e+0,,
13778.8,2.770e+0,,,,,,2.770e+0,,
13780.8,2.901e+0,,,,,,2.901e+0,,
13782.7,3.035e+0,,,,,,3.035e+0,,
13784.6,3.177e+0,,,,,,3.177e+0,,
13786.5,3.326e+0,,,,,,3.326e+0,,
13788.5,3.490e+0,,,,,,3.490e+0,,
13790.4,3.650e+0,,,,,,3.650e+0,,
13792.3,3.814e+0,,,,,,3.814e+0,,
13794.2,3.980e+0,,,,,,3.980e+0,,
13796.2,4.156e+0,,,,,,4.156e+0,,
13798.1,4.323e+0,,,,,,4.323e+0,,
13800,4.489e+0,,,,,,4.489e+0,,
13801.9,4.652e+0,,,,,,4.652e+0,,
13803.8,4.811e+0,,,,,,4.811e+0,,
13805.8,4.972e+0,,,,,,4.972e+0,,
13807.7,5.119e+0,,,,,,5.119e+0,,
13809.6,5.258e+0,,,,,,5.258e+0,,
13811.5,5.388e+0,,,,,,5.388e+0,,
13813.5,5.514e+0,,,,,,5.514e+0,,
13815.4,5.623e+0,,,,,,5.623e+0,,
13817.3,5.720e+0,,,,,,5.720e+0,,
13819.2,5.805e+0,,,,,,5.805e+0,,
13821.2,5.880e+0,,,,,,5.880e+0,,
13823.1,5.936e+0,,,,,,5.936e+0,,
13825,5.978e+0,,,,,,5.978e+0,,
13826.9,6.006e+0,,,,,,6.006e+0,,
13828.8,6.018e+0,,,,,,6.018e+0,,
13830.8,6.015e+0,,,,,,6.015e+0,,
13832.7,5.996e+0,,,,,,5.996e+0,,
13834.6,5.962e+0,,,,,,5.962e+0,,
13836.5,5.913e+0,,,,,,5.913e+0,,
13838.5,5.847e+0,,,,,,5.847e+0,,
13840.4,5.769e+0,,,,,,5.769e+0,,
13842.3,5.677e+0,,,,,,5.677e+0,,
13844.2,5.573e+0,,,,,,5.573e+0,,
13846.2,5.451e+0,,,,,,5.451e+0,,
13848.1,5.323e+0,,,,,,5.323e+0,,
13850,5.185e+0,,,,,,5.185e+0,,
13851.9,5.038e+0,,,,,,5.038e+0,,
13853.8,4.882e+0,,,,,,4.882e+0,,
13855.8,4.711e+0,,,,,,4.711e+0,,
13857.7,4.541e+0,,,,,,4.541e+0,,
13859.6,4.367e+0,,,,,,4.367e+0,,
13861.5,4.188e+0,,,,,,4.188e+0,,
13863.5,3.997e+0,,,,,,3.997e+0,,
13865.4,3.814e+0,,,,,,3.814e+0,,
13867.3,3.630e+0,,,,,,3.630e+0,,
13869.2,3.446e+0,,,,,,3.446e+0,,
13871.2,3.253e+0,,,,,,3.253e+0,,
13873.1,3.072e+0,,,,,,3.072e+0,,
13875,2.894e+0,,,,,,2.894e+0,,
13876.9,2.719e+0,,,,,,2.719e+0,,
13878.8,2.548e+0,,,,,,2.548e+0,,
13880.8,2.373e+0,,,,,,2.373e+0,,
13882.7,2.212e+0,,,,,,2.212e+0,,
13884.6,2.057e+0,,,,,,2.057e+0,,
13886.5,1.908e+0,,,,,,1.908e+0,,
13888.5,1.757e+0,,,,,,1.757e+0,,
13890.4,1.621e+0,,,,,,1.621e+0,,
13892.3,1.492e+0,,,,,,1.492e+0,,
13894.2,1.370e+0,,,,,,1.370e+0,,
13896.2,1.248e+0,,,,,,1.248e+0,,
13898.1,1.140e+0,,,,,,1.140e+0,,
13900,1.038e+0,,,,,,1.038e+0,,
13901.9,9.432e-1,,,,,,9.432e-1,,
13903.8,8.547e-1,,,,,,8.547e-1,,
13905.8,7.684e-1,,,,,,7.684e-1,,
13907.7,6.927e-1,,,,,,6.927e-1,,
13909.6,6.228e-1,,,,,,6.228e-1,,
13911.5,5.586e-1,,,,,,5.586e-1,,
13913.5,4.968e-1,,,,,,4.968e-1,,
13915.4,4.432e-1,,,,,,4.432e-1,,
13917.3,3.944e-1,,,,,,3.944e-1,,
13919.2,3.501e-1,,,,,,3.501e-1,,
13921.2,3.080e-1,,,,,,3.080e-1,,
13923.1,2.720e-1,,,,,,2.720e-1,,
13925,2.396e-1,,,,,,2.396e-1,,
13926.9,2.106e-1,,,,,,2.106e-1,,
13928.8,1.846e-1,,,,,,1.846e-1,,
13930.8,1.603e-1,,,,,,1.603e-1,,
13932.7,1.398e-1,,,,,,1.398e-1,,
13934.6,1.217e-1,,,,,,1.217e-1,,
13936.5,1.058e-1,,,,,,1.058e-1,,
13938.5,9.102e-2,,,,,,9.102e-2,,
13940.4,7.881e-2,,,,,,7.881e-2,,
13942.3,6.816e-2,,,,,,6.816e-2,,
13944.2,5.892e-2,,,,,,5.892e-2,,
13946.2,5.057e-2,,,,,,5.057e-2,,
13948.1,4.380e-2,,,,,,4.380e-2,,
13950,3.806e-2,,,,,,3.806e-2,,
13951.9,3.325e-2,,,,,,3.325e-2,,
13953.8,2.928e-2,,,,,,2.928e-2,,
13955.8,2.593e-2,,,,,,2.593e-2,,
13957.7,2.347e-2,,,,,,2.347e-2,,
13959.6,2.166e-2,,,,,,2.166e-2,,
13961.5,2.047e-2,,,,,,2.047e-2,,
13963.5,1.985e-2,,,,,,1.985e-2,,
13965.4,1.984e-2,,,,,,1.984e-2,,
13967.3,2.041e-2,,,,,,2.041e-2,,
13969.2,2.154e-2,,,,,,2.154e-2,,
13971.2,2.337e-2,,,,,,2.337e-2,,
13973.1,2.574e-2,,,,,,2.574e-2,,
13975,2.876e-2,,,2.424e-18,,,2.876e-2,,
13976.9,3.247e-2,,,3.662e-18,,,3.247e-2,,
13978.8,3.694e-2,,,5.519e-18,,,3.694e-2,,
13980.8,4.252e-2,,,8.479e-18,,,4.252e-2,,
13982.7,4.874e-2,,,1.272e-17,,,4.874e-2,,
13984.6,5.595e-2,,,1.903e-17,,,5.595e-2,,
13986.5,6.424e-2,,,2.841e-17,,,6.424e-2,,
13988.5,7.425e-2,,,4.320e-17,,,7.425e-2,,
13990.4,8.511e-2,,,6.417e-17,,,8.511e-2,,
13992.3,9.741e-2,,,9.510e-17,,,9.741e-2,,
13994.2,1.113e-1,,,1.406e-16,,,1.113e-1,,
13996.2,1.278e-1,,,2.117e-16,,,1.278e-1,,
13998.1,1.453e-1,,,3.114e-16,,,1.453e-1,,
14000,1.650e-1,,,4.570e-16,,,1.650e-1,,
14001.9,1.868e-1,,,6.692e-16,,,1.868e-1,,
14003.8,2.111e-1,,,9.775e-16,,,2.111e-1,,
14005.8,2.394e-1,,,1.453e-15,,,2.394e-1,,
14007.7,2.692e-1,,,2.112e-15,,,2.692e-1,,
14009.6,3.019e-1,,,3.062e-15,,,3.019e-1,,
14011.5,3.378e-1,,,4.430e-15,,,3.378e-1,,
14013.5,3.792e-1,,,6.518e-15,,,3.792e-1,,
14015.4,4.222e-1,,,9.386e-15,,,4.222e-1,,
14017.3,4.688e-1,,,1.348e-14,,,4.688e-1,,
14019.2,5.194e-1,,,1.931e-14,,,5.194e-1,,
14021.2,5.770e-1,,,2.813e-14,,,5.770e-1,,
14023.1,6.360e-1,,,4.010e-14,,,6.360e-1,,
14025,6.994e-1,,,5.704e-14,,,6.994e-1,,
14026.9,7.671e-1,,,8.095e-14,,,7.671e-1,,
14028.8,8.394e-1,,,1.146e-13,,,8.394e-1,,
14030.8,9.204e-1,,,1.648e-13,,,9.204e-1,,
14032.7,1.002e+0,,,2.321e-13,,,1.002e+0,,
14034.6,1.088e+0,,,3.262e-13,,,1.088e+0,,
14036.5,1.179e+0,,,4.574e-13,,,1.179e+0,,
14038.5,1.279e+0,,,6.511e-13,,,1.279e+0,,
14040.4,1.379e+0,,,9.083e-13,,,1.379e+0,,
14042.3,1.483e+0,,,1.264e-12,,,1.483e+0,,
14044.2,1.590e+0,,,1.755e-12,,,1.590e+0,,
14046.2,1.708e+0,,,2.474e-12,,,1.708e+0,,
14048.1,1.822e+0,,,3.418e-12,,,1.822e+0,,
14050,1.940e+0,,,4.711e-12,,,1.940e+0,,
14051.9,2.061e+0,,,6.479e-12,,,2.061e+0,,
14053.8,2.183e+0,,,8.888e-12,,,2.183e+0,,
14055.8,2.314e+0,,,1.237e-11,,,2.314e+0,,
14057.7,2.439e+0,,,1.688e-11,,,2.439e+0,,
14059.6,2.564e+0,,,2.299e-11,,,2.564e+0,,
14061.5,2.690e+0,,,3.124e-11,,,2.690e+0,,
14063.5,2.821e+0,,,4.303e-11,,,2.821e+0,,
14065.4,2.944e+0,,,5.818e-11,,,2.944e+0,,
14067.3,3.065e+0,,,7.847e-11,,,3.065e+0,,
14069.2,3.183e+0,,,1.056e-10,,,3.183e+0,,
14071.2,3.304e+0,,,1.440e-10,,,3.304e+0,,
14073.1,3.414e+0,,,1.928e-10,,,3.414e+0,,
14075,3.519e+0,,,2.575e-10,,,3.519e+0,,
14076.9,3.618e+0,,,3.432e-10,,,3.618e+0,,
14078.8,3.711e+0,,,4.563e-10,,,3.711e+0,,
14080.8,3.802e+0,,,6.143e-10,,,3.802e+0,,
14082.7,3.880e+0,,,8.128e-10,,,3.880e+0,,
14084.6,3.950e+0,,,1.073e-9,,,3.950e+0,,
14086.5,4.011e+0,,,1.413e-9,,,4.011e+0,,
14088.5,4.066e+0,,,1.882e-9,,,4.066e+0,,
14090.4,4.109e+0,,,2.467e-9,,,4.109e+0,,
14092.3,4.142e+0,,,3.224e-9,,,4.142e+0,,
14094.2,4.164e+0,,,4.205e-9,,,4.164e+0,,
14096.2,4.177e+0,,,5.547e-9,,,4.177e+0,,
14098.1,4.179e+0,,,7.199e-9,,,4.179e+0,,
14100,4.171e+0,,,9.320e-9,,,4.171e+0,,
14101.9,4.152e+0,,,1.204e-8,,,4.152e+0,,
14103.8,4.124e+0,,,1.551e-8,,,4.124e+0,,
14105.8,4.083e+0,,,2.020e-8,,,4.083e+0,,
14107.7,4.035e+0,,,2.591e-8,,,4.035e+0,,
14109.6,3.977e+0,,,3.314e-8,,,3.977e+0,,
14111.5,3.910e+0,,,4.229e-8,,,3.910e+0,,
14113.5,3.831e+0,,,5.453e-8,,,3.831e+0,,
14115.4,3.748e+0,,,6.925e-8,,,3.748e+0,,
14117.3,3.658e+0,,,8.774e-8,,,3.658e+0,,
14119.2,3.561e+0,,,1.109e-7,,,3.561e+0,,
14121.2,3.453e+0,,,1.415e-7,,,3.453e+0,,
14123.1,3.345e+0,,,1.780e-7,,,3.345e+0,,
14125,3.232e+0,,,2.234e-7,,,3.232e+0,,
14126.9,3.115e+0,,,2.797e-7,,,3.115e+0,,
14128.8,2.995e+0,,,3.493e-7,,,2.995e+0,,
14130.8,2.867e+0,,,4.402e-7,,,2.867e+0,,
14132.7,2.742e+0,,,5.471e-7,,,2.742e+0,,
14134.6,2.617e+0,,,6.783e-7,,,2.617e+0,,
14136.5,2.492e+0,,,8.390e-7,,,2.492e+0,,
14138.5,2.360e+0,,,1.047e-6,,,2.360e+0,,
14140.4,2.235e+0,,,1.288e-6,,,2.235e+0,,
14142.3,2.112e+0,,,1.582e-6,,,2.112e+0,,
14144.2,1.991e+0,,,1.938e-6,,,1.991e+0,,
14146.2,1.866e+0,,,2.394e-6,,,1.866e+0,,
14148.1,1.750e+0,,,2.919e-6,,,1.750e+0,,
14150,1.637e+0,,,3.550e-6,,,1.637e+0,,
14151.9,1.528e+0,,,4.308e-6,,,1.528e+0,,
14153.8,1.422e+0,,,5.215e-6,,,1.422e+0,,
14155.8,1.315e+0,,,6.360e-6,,,1.315e+0,,
14157.7,1.218e+0,,,7.662e-6,,,1.218e+0,,
14159.6,1.126e+0,,,9.209e-6,,,1.126e+0,,
14161.5,1.038e+0,,,1.104e-5,,,1.038e+0,,
14163.5,9.499e-1,,,1.333e-5,,,9.499e-1,,
14165.4,8.712e-1,,,1.591e-5,,,8.712e-1,,
14167.3,7.970e-1,,,1.894e-5,,,7.970e-1,,
14169.2,7.274e-1,,,2.249e-5,,,7.273e-1,,
14171.2,6.589e-1,,,2.689e-5,,,6.588e-1,,
14173.1,5.983e-1,,,3.178e-5,,,5.982e-1,,
14175,5.419e-1,,,3.747e-5,,,5.419e-1,,
14176.9,4.897e-1,,,4.408e-5,,,4.896e-1,,
14178.8,4.414e-1,,,5.173e-5,,,4.413e-1,,
14180.8,3.946e-1,,,6.108e-5,,,3.946e-1,,
14182.7,3.539e-1,,,7.134e-5,,,3.539e-1,,
14184.6,3.167e-1,,,8.313e-5,,,3.166e-1,,
14186.5,2.826e-1,,,9.664e-5,,,2.825e-1,,
14188.5,2.501e-1,,,1.130e-4,,,2.500e-1,,
14190.4,2.221e-1,,,1.307e-4,,,2.219e-1,,
14192.3,1.967e-1,,,1.509e-4,,,1.966e-1,,
14194.2,1.739e-1,,,1.738e-4,,,1.737e-1,,
14196.2,1.523e-1,,,2.011e-4,,,1.521e-1,,
14198.1,1.339e-1,,,2.305e-4,,,1.337e-1,,
14200,1.175e-1,,,2.636e-4,,,1.173e-1,,
14201.9,1.029e-1,,,3.007e-4,,,1.026e-1,,
14203.8,8.987e-2,,,3.423e-4,,,8.952e-2,,
14205.8,7.776e-2,,,3.914e-4,,,7.736e-2,,
14207.7,6.762e-2,,,4.434e-4,,,6.718e-2,,
14209.6,5.869e-2,,,5.012e-4,,,5.819e-2,,
14211.5,5.084e-2,,,5.652e-4,,,5.028e-2,,
14213.5,4.363e-2,,,6.399e-4,,,4.299e-2,,
14215.4,3.768e-2,,,7.182e-4,,,3.696e-2,,
14217.3,3.250e-2,,,8.044e-4,,,3.170e-2,,
14219.2,2.802e-2,,,8.988e-4,,,2.712e-2,,
14221.2,2.396e-2,,,1.008e-3,,,2.295e-2,,
14223.1,2.065e-2,,,1.121e-3,,,1.953e-2,,
14225,1.783e-2,,,1.244e-3,,,1.659e-2,,
14226.9,1.543e-2,,,1.377e-3,,,1.405e-2,,
14228.8,1.339e-2,,,1.522e-3,,,1.187e-2,,
14230.8,1.160e-2,,,1.686e-3,,,9.915e-3,,
14232.7,1.019e-2,,,1.854e-3,,,8.335e-3,,
14234.6,9.025e-3,,,2.034e-3,,,6.990e-3,,
14236.5,8.076e-3,,,2.228e-3,,,5.848e-3,,
14238.5,7.279e-3,,,2.445e-3,,,4.834e-3,,
14240.4,6.688e-3,,,2.665e-3,,,4.023e-3,,
14242.3,6.239e-3,,,2.898e-3,,,3.341e-3,,
14244.2,5.912e-3,,,3.145e-3,,,2.767e-3,,
14246.2,5.684e-3,,,3.420e-3,,,2.263e-3,,
14248.1,5.561e-3,,,3.695e-3,,,1.865e-3,,
14250,5.518e-3,,,3.984e-3,,,1.534e-3,,
14251.9,5.544e-3,,,4.286e-3,,,1.258e-3,,
14253.8,5.630e-3,,,4.602e-3,,,1.029e-3,,
14255.8,5.778e-3,,,4.947e-3,,,8.306e-4,,
14257.7,5.965e-3,,,5.288e-3,,,6.761e-4,,
14259.6,6.190e-3,,,5.641e-3,,,5.490e-4,,
14261.5,6.450e-3,,,6.005e-3,,,4.446e-4,,
14263.5,6.754e-3,,,6.399e-3,,,3.552e-4,,
14265.4,7.070e-3,,,6.783e-3,,,2.863e-4,,
14267.3,7.406e-3,,,7.176e-3,,,2.302e-4,,
14269.2,7.760e-3,,,7.575e-3,,,1.846e-4,,
14271.2,8.149e-3,,,8.003e-3,,,1.459e-4,,
14273.1,8.531e-3,,,8.414e-3,,,1.164e-4,,
14275,8.922e-3,,,8.829e-3,,,9.268e-5,,
14276.9,9.319e-3,,,9.246e-3,,,7.359e-5,,
14278.8,9.722e-3,,,9.663e-3,,,5.829e-5,,
14280.8,1.015e-2,,,1.010e-2,,,4.548e-5,,
14282.7,1.055e-2,,,1.052e-2,,,3.584e-5,,
14284.6,1.096e-2,,,1.093e-2,,,2.818e-5,,
14286.5,1.135e-2,,,1.133e-2,,,2.210e-5,,
14288.5,1.177e-2,,,1.175e-2,,,1.706e-5,,
14290.4,1.215e-2,,,1.214e-2,,,1.331e-5,,
14292.3,1.253e-2,,,1.252e-2,,,1.036e-5,,
14294.2,1.289e-2,,,1.288e-2,,,8.047e-6,,
14296.2,1.326e-2,,,1.325e-2,,,6.149e-6,,
14298.1,1.359e-2,,,1.359e-2,,,4.751e-6,,
14300,1.391e-2,,,1.391e-2,,,3.661e-6,,
14301.9,1.421e-2,,,1.421e-2,,,2.814e-6,,
14303.8,1.449e-2,,,1.449e-2,,,2.158e-6,,
14305.8,1.476e-2,,,1.476e-2,,,1.628e-6,,
14307.7,1.500e-2,,,1.500e-2,,,1.242e-6,,
14309.6,1.522e-2,,,1.522e-2,,,9.455e-7,,
14311.5,1.541e-2,,,1.541e-2,,,7.179e-7,,
14313.5,1.558e-2,,,1.558e-2,,,5.358e-7,,
14315.4,1.572e-2,,,1.572e-2,,,4.048e-7,,
14317.3,1.583e-2,,,1.583e-2,,,3.051e-7,,
14319.2,1.592e-2,,,1.592e-2,,,2.294e-7,,
14321.2,1.598e-2,,,1.598e-2,,,1.695e-7,,
14323.1,1.601e-2,,,1.601e-2,,,1.269e-7,,
14325,1.601e-2,,,1.601e-2,,,9.483e-8,,
14326.9,1.599e-2,,,1.599e-2,,,7.078e-8,,
14328.8,1.594e-2,,,1.594e-2,,,5.282e-8,,
14330.8,1.586e-2,,,1.586e-2,,,3.890e-8,,
14332.7,1.575e-2,,,1.575e-2,,,2.926e-8,,
14334.6,1.562e-2,,,1.562e-2,,,2.229e-8,,
14336.5,1.546e-2,,,1.546e-2,,,1.738e-8,,
14338.5,1.527e-2,,,1.527e-2,,,1.398e-8,,
14340.4,1.506e-2,,,1.506e-2,,,1.213e-8,,
14342.3,1.483e-2,,,1.483e-2,,,1.145e-8,,
14344.2,1.458e-2,,,1.458e-2,,,1.187e-8,,
14346.2,1.429e-2,,,1.429e-2,,,1.355e-8,,
14348.1,1.400e-2,,,1.400e-2,,,1.646e-8,,
14350,1.369e-2,,,1.369e-2,,,2.089e-8,,
14351.9,1.336e-2,,,1.336e-2,,,2.720e-8,,
14353.8,1.302e-2,,,1.302e-2,,,3.593e-8,,
14355.8,1.265e-2,,,1.265e-2,,,4.851e-8,,
14357.7,1.228e-2,,,1.228e-2,,,6.469e-8,,
14359.6,1.190e-2,,,1.190e-2,,,8.630e-8,,
14361.5,1.151e-2,,,1.151e-2,,,1.150e-7,,
14363.5,1.109e-2,,,1.109e-2,,,1.554e-7,,
14365.4,1.069e-2,,,1.069e-2,,,2.064e-7,,
14367.3,1.028e-2,,,1.028e-2,,,2.736e-7,,
14369.2,9.873e-3,,,9.873e-3,,,3.618e-7,,
14371.2,9.440e-3,,,9.440e-3,,,4.844e-7,,
14373.1,9.029e-3,,,9.029e-3,,,6.378e-7,,
14375,8.620e-3,,,8.619e-3,,,8.378e-7,,
14376.9,8.214e-3,,,8.212e-3,,,1.098e-6,,
14378.8,7.811e-3,,,7.810e-3,,,1.436e-6,,
14380.8,7.394e-3,,,7.392e-3,,,1.899e-6,,
14382.7,7.004e-3,,,7.002e-3,,,2.472e-6,,
14384.6,6.622e-3,,,6.619e-3,,,3.210e-6,,
14386.5,6.249e-3,,,6.245e-3,,,4.159e-6,,
14388.5,5.866e-3,,,5.861e-3,,,5.449e-6,,
14390.4,5.514e-3,,,5.507e-3,,,7.027e-6,,
14392.3,5.173e-3,,,5.164e-3,,,9.041e-6,,
14394.2,4.844e-3,,,4.832e-3,,,1.161e-5,,
14396.2,4.511e-3,,,4.496e-3,,,1.506e-5,,
14398.1,4.209e-3,,,4.190e-3,,,1.924e-5,,
14400,3.921e-3,,,3.897e-3,,,2.453e-5,,
14401.9,3.647e-3,,,3.616e-3,,,3.121e-5,,
14403.8,3.388e-3,,,3.349e-3,,,3.961e-5,,
14405.8,3.132e-3,,,3.082e-3,,,5.077e-5,,
14407.7,2.906e-3,,,2.842e-3,,,6.414e-5,,
14409.6,2.695e-3,,,2.615e-3,,,8.084e-5,,
14411.5,2.502e-3,,,2.401e-3,,,1.017e-4,,
14413.5,2.318e-3,,,2.189e-3,,,1.291e-4,,
14415.4,2.163e-3,,,2.001e-3,,,1.616e-4,,
14417.3,2.027e-3,,,1.825e-3,,,2.018e-4,,
14419.2,1.913e-3,,,1.661e-3,,,2.515e-4,,
14421.2,1.817e-3,,,1.501e-3,,,3.162e-4,,
14423.1,1.752e-3,,,1.360e-3,,,3.922e-4,,
14425,1.715e-3,,,1.230e-3,,,4.854e-4,,
14426.9,1.709e-3,,,1.109e-3,,,5.994e-4,,
14428.8,1.737e-3,,,9.986e-4,,,7.384e-4,,
14430.8,1.809e-3,,,8.918e-4,,,9.176e-4,,
14432.7,1.924e-3,,,7.990e-4,,,1.125e-3,,
14434.6,2.091e-3,,,7.144e-4,,,1.377e-3,,
14436.5,2.318e-3,,,6.372e-4,,,1.681e-3,,
14438.5,2.633e-3,,,5.637e-4,,,2.069e-3,,
14440.4,3.015e-3,,,5.005e-4,,,2.514e-3,,
14442.3,3.492e-3,,,4.434e-4,,,3.049e-3,,
14444.2,4.081e-3,,,3.919e-4,,,3.689e-3,,
14446.2,4.841e-3,,,3.434e-4,,,4.497e-3,,
14448.1,5.719e-3,,,3.021e-4,,,5.416e-3,,
14450,6.774e-3,,,2.652e-4,,,6.509e-3,,
14451.9,8.037e-3,,,2.322e-4,,,7.805e-3,,
14453.8,9.540e-3,,,2.029e-4,,,9.338e-3,,
14455.8,1.143e-2,,,1.756e-4,,,1.125e-2,,
14457.7,1.355e-2,,,1.528e-4,,,1.340e-2,,
14459.6,1.606e-2,,,1.326e-4,,,1.592e-2,,
14461.5,1.900e-2,,,1.148e-4,,,1.888e-2,,
14463.5,2.264e-2,,,9.835e-5,,,2.254e-2,,
14465.4,2.669e-2,,,8.474e-5,,,2.660e-2,,
14467.3,3.141e-2,,,7.285e-5,,,3.134e-2,,
14469.2,3.689e-2,,,6.248e-5,,,3.683e-2,,
14471.2,4.360e-2,,,5.302e-5,,,4.355e-2,,
14473.1,5.100e-2,,,4.526e-5,,,5.096e-2,,
14475,5.953e-2,,,3.854e-5,,,5.949e-2,,
14476.9,6.934e-2,,,3.275e-5,,,6.931e-2,,
14478.8,8.060e-2,,,2.776e-5,,,8.057e-2,,
14480.8,9.422e-2,,,2.327e-5,,,9.419e-2,,
14482.7,1.090e-1,,,1.963e-5,,,1.090e-1,,
14484.6,1.259e-1,,,1.652e-5,,,1.259e-1,,
14486.5,1.451e-1,,,1.387e-5,,,1.451e-1,,
14488.5,1.681e-1,,,1.151e-5,,,1.681e-1,,
