Wavelength (Å),Sum,He I (9.8e-01),He II (2.2e-04),Ne I (9.9e-03),Ne II (1.1e-04),Ne III (3.7e-15),Ar I (2.8e-03),Ar II (7.2e-03),Ar III (7.6e-08)
14615,9.821e+0,,,1.866e-4,,,9.821e+0,,
14620,9.845e+0,,,1.816e-4,,,9.845e+0,,
14625,9.846e+0,,,1.800e-4,,,9.846e+0,,
14630,9.826e+0,,,1.817e-4,,,9.826e+0,,
14635,9.783e+0,,,1.870e-4,,,9.783e+0,,
14640,9.718e+0,,,1.957e-4,,,9.718e+0,,
14645,9.632e+0,,,2.082e-4,,,9.632e+0,,
14650,9.525e+0,,,2.244e-4,,,9.525e+0,,
14655,9.398e+0,,,2.447e-4,,,9.398e+0,,
14660,9.252e+0,,,2.692e-4,,,9.251e+0,,
14665,9.087e+0,,,2.982e-4,,,9.087e+0,,
14670,8.905e+0,,,3.319e-4,,,8.905e+0,,
14675,8.707e+0,,,3.708e-4,,,8.707e+0,,
14680,8.494e+0,,,4.153e-4,,,8.494e+0,,
14685,8.268e+0,,,4.656e-4,,,8.267e+0,,
14690,8.029e+0,,,5.223e-4,,,8.029e+0,,
14695,7.780e+0,,,5.858e-4,,,7.780e+0,,
14700,7.522e+0,,,6.566e-4,,,7.521e+0,,
14705,7.256e+0,,,7.353e-4,,,7.255e+0,,
14710,6.984e+0,,,8.225e-4,,,6.983e+0,,
14715,6.707e+0,,,9.187e-4,,,6.706e+0,,
14720,6.427e+0,,,1.025e-3,,,6.426e+0,,
14725,6.145e+0,,,1.141e-3,,,6.144e+0,,
14730,5.862e+0,,,1.268e-3,,,5.861e+0,,
14735,5.581e+0,,,1.406e-3,,,5.579e+0,,
14740,5.301e+0,,,1.557e-3,,,5.300e+0,,
14745,5.025e+0,,,1.721e-3,,,5.024e+0,,
14750,4.754e+0,,,1.898e-3,,,4.752e+0,,
14755,4.488e+0,,,2.090e-3,,,4.486e+0,,
14760,4.228e+0,,,2.296e-3,,,4.226e+0,,
14765,3.976e+0,,,2.518e-3,,,3.973e+0,,
14770,3.732e+0,,,2.756e-3,,,3.729e+0,,
14775,3.496e+0,,,3.010e-3,,,3.493e+0,,
14780,3.270e+0,,,3.281e-3,,,3.267e+0,,
14785,3.054e+0,,,3.570e-3,,,3.050e+0,,
14790,2.848e+0,,,3.877e-3,,,2.844e+0,,
14795,2.653e+0,,,4.202e-3,,,2.648e+0,,
14800,2.468e+0,,,4.545e-3,,,2.464e+0,,
14805,2.295e+0,,,4.907e-3,,,2.290e+0,,
14810,2.132e+0,,,5.288e-3,,,2.127e+0,,
14815,1.981e+0,,,5.687e-3,,,1.975e+0,,
14820,1.841e+0,,,6.104e-3,,,1.835e+0,,
14825,1.711e+0,,,6.540e-3,,,1.705e+0,,
14830,1.593e+0,,,6.994e-3,,,1.586e+0,,
14835,1.485e+0,,,7.465e-3,,,1.478e+0,,
14840,1.388e+0,,,7.953e-3,,,1.380e+0,,
14845,1.301e+0,,,8.457e-3,,,1.292e+0,,
14850,1.223e+0,,,8.977e-3,,,1.214e+0,,
14855,1.155e+0,,,9.511e-3,,,1.146e+0,,
14860,1.096e+0,,,1.006e-2,,,1.086e+0,,
14865,1.046e+0,,,1.062e-2,,,1.036e+0,,
14870,1.004e+0,,,1.119e-2,,,9.932e-1,,
14875,9.707e-1,,,1.177e-2,,,9.589e-1,,
14880,9.445e-1,,,1.236e-2,,,9.322e-1,,
14885,9.256e-1,,,1.296e-2,,,9.126e-1,,
14890,9.134e-1,,,1.357e-2,,,8.998e-1,,
14895,9.075e-1,,,1.417e-2,,,8.933e-1,,
14900,9.076e-1,,,1.479e-2,,,8.928e-1,,
14905,9.133e-1,,,1.540e-2,,,8.979e-1,,
14910,9.241e-1,,,1.601e-2,,,9.081e-1,,
14915,9.396e-1,,,1.662e-2,,,9.230e-1,,
14920,9.595e-1,,,1.723e-2,,,9.423e-1,,
14925,9.835e-1,,,1.783e-2,,,9.656e-1,,
14930,1.011e+0,,,1.843e-2,,,9.926e-1,,
14935,1.042e+0,,,1.902e-2,,,1.023e+0,,
14940,1.075e+0,,,1.959e-2,,,1.056e+0,,
14945,1.112e+0,,,2.016e-2,,,1.092e+0,,
14950,1.150e+0,,,2.072e-2,,,1.130e+0,,
14955,1.191e+0,,,2.127e-2,,,1.170e+0,,
14960,1.233e+0,,,2.180e-2,,,1.211e+0,,
14965,1.276e+0,,,2.231e-2,,,1.254e+0,,
14970,1.321e+0,,,2.281e-2,,,1.298e+0,,
14975,1.366e+0,,,2.330e-2,,,1.343e+0,,
14980,1.412e+0,,,2.376e-2,,,1.389e+0,,
14985,1.459e+0,,,2.422e-2,,,1.435e+0,,
14990,1.506e+0,,,2.465e-2,,,1.481e+0,,
14995,1.552e+0,,,2.506e-2,,,1.527e+0,,
15000,1.599e+0,,,2.546e-2,,,1.573e+0,,
15005,1.645e+0,,,2.584e-2,,,1.619e+0,,
15010,1.691e+0,,,2.620e-2,,,1.665e+0,,
15015,1.736e+0,,,2.654e-2,,,1.710e+0,,
15020,1.782e+0,,,2.686e-2,,,1.755e+0,,
15025,1.826e+0,,,2.716e-2,,,1.799e+0,,
15030,1.870e+0,,,2.745e-2,,,1.843e+0,,
15035,1.914e+0,,,2.772e-2,,,1.886e+0,,
15040,1.957e+0,,,2.797e-2,,,1.929e+0,,
15045,1.999e+0,,,2.820e-2,,,1.971e+0,,
15050,2.042e+0,,,2.841e-2,,,2.013e+0,,
15055,2.084e+0,,,2.861e-2,,,2.055e+0,,
15060,2.126e+0,,,2.878e-2,,,2.097e+0,,
15065,2.169e+0,,,2.894e-2,,,2.140e+0,,
15070,2.211e+0,,,2.908e-2,,,2.182e+0,,
15075,2.254e+0,,,2.921e-2,,,2.225e+0,,
15080,2.298e+0,,,2.931e-2,,,2.269e+0,,
15085,2.343e+0,,,2.940e-2,,,2.314e+0,,
15090,2.389e+0,,,2.947e-2,,,2.359e+0,,
15095,2.436e+0,,,2.952e-2,,,2.407e+0,,
15100,2.485e+0,,,2.955e-2,,,2.455e+0,,
15105,2.536e+0,,,2.956e-2,,,2.506e+0,,
15110,2.588e+0,,,2.955e-2,,,2.559e+0,,
15115,2.643e+0,,,2.953e-2,,,2.613e+0,,
15120,2.700e+0,,,2.948e-2,,,2.671e+0,,
15125,2.760e+0,,,2.942e-2,,,2.730e+0,,
15130,2.822e+0,,,2.933e-2,,,2.793e+0,,
15135,2.887e+0,,,2.923e-2,,,2.858e+0,,
15140,2.955e+0,,,2.911e-2,,,2.926e+0,,
15145,3.026e+0,,,2.896e-2,,,2.997e+0,,
15150,3.099e+0,,,2.880e-2,,,3.070e+0,,
15155,3.176e+0,,,2.862e-2,,,3.147e+0,,
15160,3.255e+0,,,2.842e-2,,,3.226e+0,,
15165,3.337e+0,,,2.820e-2,,,3.308e+0,,
15170,3.421e+0,,,2.796e-2,,,3.393e+0,,
15175,3.508e+0,,,2.771e-2,,,3.480e+0,,
15180,3.596e+0,,,2.744e-2,,,3.569e+0,,
15185,3.687e+0,,,2.715e-2,,,3.660e+0,,
15190,3.779e+0,,,2.685e-2,,,3.752e+0,,
15195,3.872e+0,,,2.654e-2,,,3.845e+0,,
15200,3.965e+0,,,2.621e-2,,,3.939e+0,,
15205,4.059e+0,,,2.588e-2,,,4.033e+0,,
15210,4.153e+0,,,2.554e-2,,,4.128e+0,,
15215,4.246e+0,,,2.518e-2,,,4.221e+0,,
15220,4.338e+0,,,2.483e-2,,,4.313e+0,,
15225,4.428e+0,,,2.446e-2,,,4.404e+0,,
15230,4.516e+0,,,2.410e-2,,,4.492e+0,,
15235,4.601e+0,,,2.373e-2,,,4.578e+0,,
15240,4.683e+0,,,2.336e-2,,,4.660e+0,,
15245,4.761e+0,,,2.299e-2,,,4.738e+0,,
15250,4.834e+0,,,2.263e-2,,,4.811e+0,,
15255,4.902e+0,,,2.227e-2,,,4.880e+0,,
15260,4.965e+0,,,2.191e-2,,,4.943e+0,,
15265,5.022e+0,,,2.157e-2,,,5.000e+0,,
15270,5.072e+0,,,2.122e-2,,,5.051e+0,,
15275,5.115e+0,,,2.089e-2,,,5.094e+0,,
15280,5.151e+0,,,2.057e-2,,,5.131e+0,,
15285,5.179e+0,,,2.025e-2,,,5.159e+0,,
15290,5.200e+0,,,1.995e-2,,,5.180e+0,,
15295,5.212e+0,,,1.965e-2,,,5.192e+0,,
15300,5.216e+0,,,1.937e-2,,,5.196e+0,,
15305,5.211e+0,,,1.910e-2,,,5.192e+0,,
15310,5.198e+0,,,1.883e-2,,,5.179e+0,,
15315,5.176e+0,,,1.858e-2,,,5.157e+0,,
15320,5.145e+0,,,1.834e-2,,,5.127e+0,,
15325,5.106e+0,,,1.810e-2,,,5.087e+0,,
15330,5.058e+0,,,1.787e-2,,,5.040e+0,,
15335,5.002e+0,,,1.765e-2,,,4.984e+0,,
15340,4.938e+0,,,1.744e-2,,,4.920e+0,,
15345,4.866e+0,,,1.723e-2,,,4.849e+0,,
15350,4.787e+0,,,1.703e-2,,,4.770e+0,,
15355,4.701e+0,,,1.683e-2,,,4.684e+0,,
15360,4.608e+0,,,1.663e-2,,,4.591e+0,,
15365,4.509e+0,,,1.644e-2,,,4.492e+0,,
15370,4.404e+0,,,1.624e-2,,,4.388e+0,,
15375,4.294e+0,,,1.604e-2,,,4.278e+0,,
15380,4.179e+0,,,1.584e-2,,,4.163e+0,,
15385,4.060e+0,,,1.564e-2,,,4.044e+0,,
15390,3.937e+0,,,1.543e-2,,,3.922e+0,,
15395,3.812e+0,,,1.521e-2,,,3.796e+0,,
15400,3.683e+0,,,1.499e-2,,,3.668e+0,,
15405,3.553e+0,,,1.476e-2,,,3.538e+0,,
15410,3.421e+0,,,1.453e-2,,,3.407e+0,,
15415,3.289e+0,,,1.428e-2,,,3.274e+0,,
15420,3.155e+0,,,1.403e-2,,,3.141e+0,,
15425,3.022e+0,,,1.377e-2,,,3.009e+0,,
15430,2.890e+0,,,1.350e-2,,,2.876e+0,,
15435,2.758e+0,,,1.322e-2,,,2.745e+0,,
15440,2.628e+0,,,1.293e-2,,,2.615e+0,,
15445,2.500e+0,,,1.263e-2,,,2.487e+0,,
15450,2.373e+0,,,1.232e-2,,,2.361e+0,,
15455,2.250e+0,,,1.201e-2,,,2.238e+0,,
15460,2.129e+0,,,1.168e-2,,,2.117e+0,,
15465,2.011e+0,,,1.135e-2,,,1.999e+0,,
15470,1.896e+0,,,1.102e-2,,,1.885e+0,,
15475,1.785e+0,,,1.067e-2,,,1.775e+0,,
15480,1.678e+0,,,1.032e-2,,,1.668e+0,,
15485,1.574e+0,,,9.972e-3,,,1.564e+0,,
15490,1.475e+0,,,9.617e-3,,,1.465e+0,,
15495,1.379e+0,,,9.260e-3,,,1.370e+0,,
15500,1.288e+0,,,8.901e-3,,,1.279e+0,,
15505,1.201e+0,,,8.543e-3,,,1.192e+0,,
15510,1.118e+0,,,8.185e-3,,,1.110e+0,,
15515,1.039e+0,,,7.828e-3,,,1.031e+0,,
15520,9.647e-1,,,7.475e-3,,,9.572e-1,,
15525,8.942e-1,,,7.125e-3,,,8.871e-1,,
15530,8.278e-1,,,6.779e-3,,,8.210e-1,,
15535,7.654e-1,,,6.439e-3,,,7.589e-1,,
15540,7.069e-1,,,6.106e-3,,,7.008e-1,,
15545,6.523e-1,,,5.779e-3,,,6.465e-1,,
15550,6.014e-1,,,5.460e-3,,,5.959e-1,,
15555,5.541e-1,,,5.149e-3,,,5.490e-1,,
15560,5.104e-1,,,4.847e-3,,,5.056e-1,,
15565,4.702e-1,,,4.554e-3,,,4.656e-1,,
15570,4.332e-1,,,4.272e-3,,,4.289e-1,,
15575,3.995e-1,,,3.999e-3,,,3.955e-1,,
15580,3.688e-1,,,3.737e-3,,,3.651e-1,,
15585,3.412e-1,,,3.485e-3,,,3.377e-1,,
15590,3.164e-1,,,3.245e-3,,,3.131e-1,,
15595,2.944e-1,,,3.015e-3,,,2.914e-1,,
15600,2.751e-1,,,2.796e-3,,,2.723e-1,,
15605,2.585e-1,,,2.589e-3,,,2.559e-1,,
15610,2.443e-1,,,2.392e-3,,,2.419e-1,,
15615,2.326e-1,,,2.206e-3,,,2.304e-1,,
15620,2.233e-1,,,2.031e-3,,,2.213e-1,,
15625,2.163e-1,,,1.866e-3,,,2.144e-1,,
15630,2.115e-1,,,1.711e-3,,,2.098e-1,,
15635,2.090e-1,,,1.566e-3,,,2.074e-1,,
15640,2.086e-1,,,1.430e-3,,,2.072e-1,,
15645,2.103e-1,,,1.304e-3,,,2.090e-1,,
15650,2.142e-1,,,1.187e-3,,,2.130e-1,,
15655,2.201e-1,,,1.078e-3,,,2.190e-1,,
15660,2.280e-1,,,9.772e-4,,,2.270e-1,,
15665,2.380e-1,,,8.842e-4,,,2.371e-1,,
15670,2.500e-1,,,7.984e-4,,,2.492e-1,,
15675,2.640e-1,,,7.196e-4,,,2.633e-1,,
15680,2.800e-1,,,6.473e-4,,,2.793e-1,,
15685,2.979e-1,,,5.812e-4,,,2.973e-1,,
15690,3.179e-1,,,5.208e-4,,,3.173e-1,,
15695,3.398e-1,,,4.657e-4,,,3.393e-1,,
15700,3.636e-1,,,4.157e-4,,,3.632e-1,,
15705,3.894e-1,,,3.703e-4,,,3.890e-1,,
15710,4.171e-1,,,3.293e-4,,,4.168e-1,,
15715,4.467e-1,,,2.922e-4,,,4.464e-1,,
15720,4.782e-1,,,2.588e-4,,,4.780e-1,,
15725,5.115e-1,,,2.287e-4,,,5.113e-1,,
15730,5.467e-1,,,2.018e-4,,,5.465e-1,,
15735,5.835e-1,,,1.777e-4,,,5.833e-1,,
15740,6.221e-1,,,1.561e-4,,,6.219e-1,,
15745,6.622e-1,,,1.369e-4,,,6.621e-1,,
15750,7.040e-1,,,1.199e-4,,,7.038e-1,,
15755,7.471e-1,,,1.047e-4,,,7.470e-1,,
15760,7.917e-1,,,9.130e-5,,,7.916e-1,,
15765,8.375e-1,,,7.944e-5,,,8.374e-1,,
15770,8.844e-1,,,6.899e-5,,,8.843e-1,,
15775,9.323e-1,,,5.980e-5,,,9.322e-1,,
15780,9.811e-1,,,5.173e-5,,,9.810e-1,,
15785,1.031e+0,,,4.466e-5,,,1.031e+0,,
15790,1.081e+0,,,3.848e-5,,,1.081e+0,,
15795,1.131e+0,,,3.309e-5,,,1.131e+0,,
15800,1.182e+0,,,2.840e-5,,,1.182e+0,,
15805,1.232e+0,,,2.432e-5,,,1.232e+0,,
15810,1.283e+0,,,2.079e-5,,,1.283e+0,,
15815,1.333e+0,,,1.774e-5,,,1.333e+0,,
15820,1.382e+0,,,1.510e-5,,,1.382e+0,,
15825,1.431e+0,,,1.283e-5,,,1.431e+0,,
15830,1.479e+0,,,1.088e-5,,,1.479e+0,,
15835,1.525e+0,,,9.213e-6,,,1.525e+0,,
15840,1.570e+0,,,7.782e-6,,,1.570e+0,,
15845,1.614e+0,,,6.561e-6,,,1.614e+0,,
15850,1.656e+0,,,5.520e-6,,,1.656e+0,,
15855,1.695e+0,,,4.635e-6,,,1.695e+0,,
15860,1.733e+0,,,3.884e-6,,,1.733e+0,,
15865,1.768e+0,,,3.248e-6,,,1.768e+0,,
15870,1.800e+0,,,2.711e-6,,,1.800e+0,,
15875,1.830e+0,,,2.258e-6,,,1.830e+0,,
15880,1.857e+0,,,1.878e-6,,,1.857e+0,,
15885,1.881e+0,,,1.558e-6,,,1.881e+0,,
15890,1.902e+0,,,1.290e-6,,,1.902e+0,,
15895,1.919e+0,,,1.066e-6,,,1.919e+0,,
15900,1.934e+0,,,8.790e-7,,,1.934e+0,,
15905,1.944e+0,,,7.235e-7,,,1.944e+0,,
15910,1.952e+0,,,5.943e-7,,,1.952e+0,,
15915,1.956e+0,,,4.872e-7,,,1.956e+0,,
15920,1.957e+0,,,3.986e-7,,,1.957e+0,,
15925,1.954e+0,,,3.254e-7,,,1.954e+0,,
15930,1.948e+0,,,2.651e-7,,,1.948e+0,,
15935,1.938e+0,,,2.156e-7,,,1.938e+0,,
15940,1.925e+0,,,1.750e-7,,,1.925e+0,,
15945,1.909e+0,,,1.417e-7,,,1.909e+0,,
15950,1.890e+0,,,1.146e-7,,,1.890e+0,,
15955,1.867e+0,,,9.241e-8,,,1.867e+0,,
15960,1.842e+0,,,7.439e-8,,,1.842e+0,,
15965,1.814e+0,,,5.977e-8,,,1.814e+0,,
15970,1.783e+0,,,4.792e-8,,,1.783e+0,,
15975,1.750e+0,,,3.835e-8,,,1.750e+0,,
15980,1.714e+0,6.225e-17,,3.062e-8,,,1.714e+0,,
15985,1.677e+0,9.917e-17,,2.440e-8,,,1.677e+0,,
15990,1.637e+0,1.409e-16,,1.941e-8,,,1.637e+0,,
15995,1.596e+0,1.998e-16,,1.541e-8,,,1.596e+0,,
16000,1.553e+0,2.829e-16,,1.220e-8,,,1.553e+0,,
16005,1.509e+0,3.998e-16,,9.647e-9,,,1.509e+0,,
16010,1.463e+0,5.640e-16,,7.611e-9,,,1.463e+0,,
16015,1.417e+0,7.944e-16,,5.992e-9,,,1.417e+0,,
16020,1.369e+0,1.117e-15,,4.708e-9,,,1.369e+0,,
16025,1.322e+0,1.568e-15,,3.692e-9,,,1.322e+0,,
16030,1.274e+0,2.196e-15,,2.889e-9,,,1.274e+0,,
16035,1.225e+0,3.072e-15,,2.256e-9,,,1.225e+0,,
16040,1.177e+0,4.289e-15,,1.758e-9,,,1.177e+0,,
16045,1.129e+0,5.979e-15,,1.368e-9,,,1.129e+0,,
16050,1.081e+0,8.320e-15,,1.062e-9,,,1.081e+0,,
16055,1.033e+0,1.156e-14,,8.224e-10,,,1.033e+0,,
16060,9.868e-1,1.602e-14,,6.357e-10,,,9.868e-1,,
16065,9.408e-1,2.218e-14,,4.904e-10,,,9.408e-1,,
16070,8.958e-1,3.065e-14,,3.776e-10,,,8.958e-1,,
16075,8.519e-1,4.229e-14,,2.901e-10,,,8.519e-1,,
16080,8.091e-1,5.823e-14,,2.225e-10,,,8.091e-1,,
16085,7.676e-1,8.005e-14,,1.702e-10,,,7.676e-1,,
16090,7.275e-1,1.099e-13,,1.300e-10,,,7.275e-1,,
16095,6.888e-1,1.505e-13,,9.907e-11,,,6.888e-1,,
16100,6.518e-1,2.058e-13,,7.535e-11,,,6.518e-1,,
16105,6.163e-1,2.810e-13,,5.719e-11,,,6.163e-1,,
16110,5.826e-1,3.830e-13,,4.332e-11,,,5.826e-1,,
16115,5.506e-1,5.211e-13,,3.274e-11,,,5.506e-1,,
16120,5.204e-1,7.077e-13,,2.470e-11,,,5.204e-1,,
16125,4.921e-1,9.595e-13,,1.859e-11,,,4.921e-1,,
16130,4.657e-1,1.299e-12,,1.397e-11,,,4.657e-1,,
16135,4.412e-1,1.755e-12,,1.047e-11,,,4.412e-1,,
16140,4.186e-1,2.367e-12,,7.836e-12,,,4.186e-1,,
16145,3.981e-1,3.187e-12,,5.851e-12,,,3.981e-1,,
16150,3.796e-1,4.283e-12,,4.360e-12,,,3.796e-1,,
16155,3.631e-1,5.748e-12,,3.242e-12,,,3.631e-1,,
16160,3.486e-1,7.699e-12,,2.406e-12,,,3.486e-1,,
16165,3.361e-1,1.030e-11,,1.782e-12,,,3.361e-1,,
16170,3.258e-1,1.374e-11,,1.317e-12,,,3.258e-1,,
16175,3.174e-1,1.831e-11,,9.712e-13,,,3.174e-1,,
16180,3.111e-1,2.436e-11,,7.148e-13,,,3.111e-1,,
16185,3.069e-1,3.235e-11,,5.250e-13,,,3.069e-1,,
16190,3.047e-1,4.289e-11,,3.849e-13,,,3.047e-1,,
16195,3.046e-1,5.676e-11,,2.815e-13,,,3.046e-1,,
16200,3.065e-1,7.499e-11,,2.055e-13,,,3.065e-1,,
16205,3.105e-1,9.889e-11,,1.497e-13,,,3.105e-1,,
16210,3.164e-1,1.302e-10,,1.088e-13,,,3.164e-1,,
16215,3.244e-1,1.711e-10,,7.897e-14,,,3.244e-1,,
16220,3.344e-1,2.245e-10,,5.717e-14,,,3.344e-1,,
16225,3.463e-1,2.940e-10,,4.131e-14,,,3.463e-1,,
16230,3.602e-1,3.844e-10,,2.979e-14,,,3.602e-1,,
16235,3.760e-1,5.018e-10,,2.143e-14,,,3.760e-1,,
16240,3.937e-1,6.538e-10,,1.539e-14,,,3.937e-1,,
16245,4.133e-1,8.504e-10,,1.103e-14,,,4.133e-1,,
16250,4.348e-1,1.104e-9,,7.887e-15,,,4.348e-1,,
16255,4.580e-1,1.431e-9,,5.628e-15,,,4.580e-1,,
16260,4.830e-1,1.852e-9,,4.008e-15,,,4.830e-1,,
16265,5.096e-1,2.392e-9,,2.849e-15,,,5.096e-1,,
16270,5.379e-1,3.085e-9,,2.020e-15,,,5.379e-1,,
16275,5.678e-1,3.971e-9,,1.429e-15,,,5.678e-1,,
16280,5.992e-1,5.103e-9,,1.010e-15,,,5.992e-1,,
16285,6.320e-1,6.546e-9,,7.117e-16,,,6.320e-1,,
16290,6.662e-1,8.383e-9,,5.006e-16,,,6.662e-1,,
16295,7.016e-1,1.072e-8,,3.514e-16,,,7.016e-1,,
16300,7.382e-1,1.368e-8,,2.462e-16,,,7.382e-1,,
16305,7.759e-1,1.742e-8,,1.721e-16,,,7.759e-1,,
16310,8.145e-1,2.216e-8,,1.201e-16,,,8.145e-1,,
16315,8.539e-1,2.813e-8,,8.358e-17,,,8.539e-1,,
16320,8.941e-1,3.566e-8,,5.807e-17,,,8.941e-1,,
16325,9.348e-1,4.511e-8,,4.026e-17,,,9.348e-1,,
16330,9.760e-1,5.698e-8,,2.785e-17,,,9.760e-1,,
16335,1.017e+0,7.184e-8,,1.804e-17,,,1.017e+0,,
16340,1.059e+0,9.042e-8,,1.245e-17,,,1.059e+0,,
16345,1.101e+0,1.136e-7,,8.570e-18,,,1.101e+0,,
16350,1.142e+0,1.425e-7,,5.888e-18,,,1.142e+0,,
16355,1.184e+0,1.784e-7,,4.036e-18,,,1.184e+0,,
16360,1.224e+0,2.230e-7,,2.761e-18,,,1.224e+0,,
16365,1.265e+0,2.783e-7,,1.885e-18,,,1.265e+0,,
16370,1.304e+0,3.467e-7,,1.284e-18,,,1.304e+0,,
16375,1.342e+0,4.311e-7,,8.731e-19,,,1.342e+0,,
16380,1.380e+0,5.351e-7,,5.923e-19,,,1.380e+0,,
16385,1.416e+0,6.631e-7,,,,,1.416e+0,,
16390,1.451e+0,8.203e-7,,,,,1.451e+0,,
16395,1.484e+0,1.013e-6,,,,,1.484e+0,,
16400,1.516e+0,1.249e-6,,,,,1.516e+0,,
16405,1.546e+0,1.537e-6,,,,,1.546e+0,,
16410,1.574e+0,1.888e-6,,,,,1.574e+0,,
16415,1.599e+0,2.316e-6,,,,,1.599e+0,,
16420,1.623e+0,2.835e-6,,,,,1.623e+0,,
16425,1.645e+0,3.465e-6,,,,,1.645e+0,,
16430,1.664e+0,4.228e-6,,,,,1.664e+0,,
16435,1.681e+0,5.149e-6,,,,,1.681e+0,,
16440,1.695e+0,6.261e-6,,,,,1.695e+0,,
16445,1.707e+0,7.599e-6,,,,,1.707e+0,,
16450,1.716e+0,9.207e-6,,,,,1.716e+0,,
16455,1.723e+0,1.114e-5,,,,,1.723e+0,,
16460,1.727e+0,1.345e-5,,,,,1.727e+0,,
16465,1.728e+0,1.621e-5,,,,,1.728e+0,,
16470,1.727e+0,1.950e-5,,,,,1.727e+0,,
16475,1.723e+0,2.343e-5,,,,,1.723e+0,,
16480,1.717e+0,2.810e-5,,,,,1.717e+0,,
16485,1.708e+0,3.363e-5,,,,,1.708e+0,,
16490,1.697e+0,4.019e-5,,,,,1.697e+0,,
16495,1.683e+0,4.795e-5,,,,,1.683e+0,,
16500,1.667e+0,5.710e-5,,,,,1.667e+0,,
16505,1.649e+0,6.788e-5,,,,,1.649e+0,,
16510,1.629e+0,8.056e-5,,,,,1.628e+0,,
16515,1.606e+0,9.544e-5,,,,,1.606e+0,,
16520,1.582e+0,1.129e-4,,,,,1.582e+0,,
16525,1.556e+0,1.333e-4,,,,,1.556e+0,,
16530,1.528e+0,1.571e-4,,,,,1.528e+0,,
16535,1.499e+0,1.848e-4,,,,,1.498e+0,,
16540,1.468e+0,2.170e-4,,,,,1.468e+0,,
16545,1.436e+0,2.545e-4,,,,,1.435e+0,,
16550,1.403e+0,2.978e-4,,,,,1.402e+0,,
16555,1.368e+0,3.480e-4,,,,,1.368e+0,,
16560,1.333e+0,4.059e-4,,,,,1.333e+0,,
16565,1.298e+0,4.727e-4,,,,,1.297e+0,,
16570,1.261e+0,5.494e-4,,,,,1.261e+0,,
16575,1.225e+0,6.375e-4,,,,,1.224e+0,,
16580,1.188e+0,7.385e-4,,,,,1.187e+0,,
16585,1.150e+0,8.540e-4,,,,,1.150e+0,,
16590,1.113e+0,9.858e-4,,,,,1.112e+0,,
16595,1.076e+0,1.136e-3,,,,,1.075e+0,,
16600,1.040e+0,1.307e-3,,,,,1.039e+0,,
16605,1.004e+0,1.501e-3,,,,,1.002e+0,,
16610,9.681e-1,1.721e-3,,,,,9.663e-1,,
16615,9.331e-1,1.969e-3,,,,,9.312e-1,,
16620,8.991e-1,2.250e-3,,,,,8.968e-1,,
16625,8.659e-1,2.566e-3,,,,,8.633e-1,,
16630,8.338e-1,2.921e-3,,,,,8.309e-1,,
16635,8.029e-1,3.320e-3,,,,,7.996e-1,,
16640,7.732e-1,3.767e-3,,,,,7.695e-1,,
16645,7.450e-1,4.266e-3,,,,,7.407e-1,,
16650,7.182e-1,4.824e-3,,,,,7.133e-1,,
16655,6.929e-1,5.445e-3,,,,,6.875e-1,,
16660,6.693e-1,6.135e-3,,,,,6.632e-1,,
16665,6.475e-1,6.901e-3,,,,,6.406e-1,,
16670,6.274e-1,7.748e-3,,,,,6.197e-1,,
16675,6.092e-1,8.685e-3,,,,,6.005e-1,,
16680,5.930e-1,9.719e-3,,,,,5.833e-1,,
16685,5.787e-1,1.086e-2,,,,,5.679e-1,,
16690,5.666e-1,1.211e-2,,,,,5.545e-1,,
16695,5.565e-1,1.348e-2,,,,,5.430e-1,,
16700,5.485e-1,1.498e-2,,,,,5.335e-1,,
16705,5.427e-1,1.661e-2,,,,,5.261e-1,,
16710,5.391e-1,1.840e-2,,,,,5.207e-1,,
16715,5.378e-1,2.034e-2,,,,,5.174e-1,,
16720,5.387e-1,2.245e-2,,,,,5.162e-1,,
16725,5.418e-1,2.473e-2,,,,,5.170e-1,,
16730,5.471e-1,2.720e-2,,,,,5.199e-1,,
16735,5.547e-1,2.986e-2,,,,,5.249e-1,,
16740,5.646e-1,3.273e-2,,,,,5.318e-1,,
16745,5.766e-1,3.581e-2,,,,,5.408e-1,,
16750,5.908e-1,3.911e-2,,,,,5.516e-1,,
16755,6.071e-1,4.265e-2,,,,,5.644e-1,,
16760,6.255e-1,4.642e-2,,,,,5.790e-1,,
16765,6.459e-1,5.044e-2,,,,,5.954e-1,,
16770,6.683e-1,5.471e-2,,,,,6.135e-1,,
16775,6.925e-1,5.924e-2,,,,,6.333e-1,,
16780,7.186e-1,6.403e-2,,,,,6.545e-1,,
16785,7.464e-1,6.910e-2,,,,,6.773e-1,,
16790,7.757e-1,7.443e-2,,,,,7.013e-1,,
16795,8.066e-1,8.004e-2,,,,,7.266e-1,,
16800,8.389e-1,8.592e-2,,,,,7.530e-1,,
16805,8.725e-1,9.208e-2,,,,,7.804e-1,,
16810,9.071e-1,9.851e-2,,,,,8.086e-1,,
16815,9.428e-1,1.052e-1,,,,,8.376e-1,,
16820,9.793e-1,1.122e-1,,,,,8.672e-1,,
16825,1.017e+0,1.194e-1,,,,,8.972e-1,,
16830,1.054e+0,1.268e-1,,,,,9.275e-1,,
16835,1.092e+0,1.345e-1,,,,,9.579e-1,,
16840,1.131e+0,1.424e-1,,,,,9.883e-1,,
